"","HPC1401","HPC1403","HPC1406","HPC1408","HPC1409","HPC1410","HPC1412","HPC1413","HPC1414","HPC1415","HPC1416","HPC1417","HPC1418","HPC1419","HPC1420","HPC1421","HPC1422","HPC1423","HPC1425","HPC1426","HPC1428","HPC1429","HPC1430","HPC1417KNZ"
"5ede7fd03d722dc5639044b5a606c4d9",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5f1d0897425263d44b7b2059d82493f0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0
"5f52549cdb824e04d23f02bc080d9a8a",0,0,0,0,0,0,76,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,27
"5f55d5c59eb1f4a61aeac6deb998002c",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"5f9270e492afaa0d07c4de501ea92b69",0,31,11,0,0,0,3,0,0,0,0,0,0,10,1,0,120,0,0,0,7,0,4,0
"6038cbf29d9df32a9c04c69b9aec44cb",0,0,0,0,0,0,2,1,0,5,0,1,2,0,0,0,0,0,0,0,7,0,0,0
"603be18164bde09818d5345c3442ed43",0,0,0,0,0,0,8,0,3,1,0,0,0,0,6,9,1,0,0,0,3,0,0,0
"60a6e509822b724c7aef5d07e7dd5fa8",0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"60c3d644187c0e3533afb230533308b5",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"618c0803d74e6f8a76a9ee4b22c57763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"61d31bedcdb022077d75c9c804abb782",0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0
"622229ca182cb54d8b7d3800a52de41c",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6342ef53783c13e0b8fd48000370459c",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2
"634d407fd78c91813eca9ea557e148bb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"64a4120ad60a06da523fc690d3b62003",0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64c217e69e7609aab725bda47022f406",6,24,6,10,7,0,0,0,0,4,20,0,7,2,21,32,49,13,15,21,62,37,26,0
"64c5761da4a82f87b6091e02b1791f15",0,1,0,0,85,0,0,0,0,0,0,0,1,0,0,0,97,0,0,0,0,0,0,0
"64fd6a50605bfdbb323108cc6342a4f5",0,73,1,0,0,0,0,3,274,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0
"652177b74e1009d99f81843a80698de3",1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,0,0,7,0,0,0
"6543568ae01fa1604bc331dd56a0ef35",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"65a82a5c911961c932169c0e220e77b2",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65c3609dc0d57f9ea75f577ce7e1f567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"67380cd1a8cb97e0864b9a3e6daf9575",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"679f6bff21acdb06b4e86fb5401bc873",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67dbb76f582ee5bf148f1cbd5681492d",0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0
"6875c0481fd234d454389a8ed7cc71cf",0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"692621a111dc44f40a53dab4712bacf2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6b23984b2fe17d5f9edfe155f224e3e5",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"6c1aca20caa77a2ab96e9def38eb1a8f",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"6c42ec85481ff6aa8de8d43132ca5a20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"6c66a3897ad1d1d1d6816c0d581bfe5d",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
"6cc997eb00f4ba8d0c20c370a9a591d2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"6d53cdd772c4fc0282c670c81aeab3a0",4,0,0,13,9,0,0,0,11,5,5,42,0,10,10,0,2,0,0,0,7,0,0,25
"6d5f29dd52b4561905067ff97092fd44",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6e04eb0b099d89855e4e229caca943a4",5,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6e14aa93e976f784b5235093a71d2f92",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6e28ba17b7b0e0bb43a0bf751695f359",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"6e3d0f883223548febd78a555714e15c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"6fc8fdf6401e53683cc2fe1e62cfc6d7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"70b1d53995e11a3784ad8f0b5b37587c",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70cdee3145605eafb5cc73b18f6cc9a0",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"71936984ec427fad9bcd250585fbe8bf",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"71f95ed8154a369c4db5c66cbb0f7b36",0,0,0,0,0,0,1,0,2,8,0,0,2,0,0,0,0,2,0,0,0,0,0,0
"720c9f32b026be38a8b24343e83c9b60",0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"72211ab6dda8354bc2a4dc33b8d18bdb",0,5,0,0,0,3,0,40,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
"722ad392ef331a4cb468236be9c994c9",0,0,2,4,6,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,6
"7248e56a284d97555bcc57b40d5f9eb5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"724e4abb18966dfd7cc77e8f711b5ced",0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7258c86b16370d40379950c641bcd0fb",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7289534ec800d59f66d4194a0ab076ed",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"7292c2e184db97c36ecfae249602d584",0,1,0,13,0,0,0,0,2,0,0,0,11,1,0,4,0,0,0,0,0,0,0,2
"72f023dd7ad73506585ffbfca5a21108",0,0,0,2,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,5,0,30,0,0
"7341a868b2cf72ab81d78d6a0e907f7a",0,4,2,0,0,0,6,4,0,0,0,0,0,4,0,0,0,17,0,0,0,2,0,0
"74f5a1610715a506f4109920bcb322b6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"752c32cb10f30d582cc699d95d58dd66",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75d645539b3350b78d2b93cf490e7e53",7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75f7315d515861f9fce7f5a3d97109d7",0,0,0,3,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,1,0
"75fc6d9895fa40375fb4f40db931ba39",0,0,0,0,0,0,0,0,0,6,0,0,16,0,7,0,5,0,0,0,0,0,0,0
"797c4f9a3de7217f8b7f1be97a35b6f0",0,0,0,0,0,68,0,68,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
"7aa0fe00ce59539903ce1a19577d832a",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
"7bdd6dd2e1578b5ca8cb56bce22e3234",0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,16,0,0,0,0
"7c9c1abaca7e48a1a6203c52dc125f22",0,0,0,0,0,0,0,4,0,2,0,0,4,0,0,0,0,0,0,0,0,12,0,0
"7d619029480a80a1fd28bb8d11fd204b",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7e07c9eda876bea7f192c2e506799924",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7e3684c55e6129151d085acda1f05e3f",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7f1f4f62310993992280e13982a7df35",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"808b2084c548db053486ba67b18f4a31",0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"80dc63f8264796e5dfe129d502a9bd08",0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"816c688eaeb3d4b4d21be4439ce2f422",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81eace73448014b04931fe4155306f87",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8227dc74df4f3087a7523bc4624f3e0b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"82788aa8b553c94bcdda7cb288a55f0e",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83b75543bec13dc2aaa5f34f64df65f0",4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"83c4cb53404548c0bcd454ba4ded1bd7",0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"84b6319cc04e29b3d9fd9017fb8c1d5e",0,0,0,0,0,4,0,36,0,0,0,0,0,0,0,0,0,4,0,111,1,0,0,0
"8515468dfd4d318c5bc5d748f1ccd16c",13,0,0,29,6,0,11,0,0,43,0,0,20,6,4,35,4,36,0,32,10,106,115,0
"85ecb3a4480ffce252c29f593462e673",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"868efabd515dd726b71b7251ccacc7df",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86cefe15bf9186d9841e52b8d2140dea",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"87060f759630730f70cf560864cc3e69",0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,72,0,0,138
"879ffc2e01575192ecf08bb9bc4eeae4",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
"87c8e363fcc010cbe27bf9b94c438300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"883bc31e5ddd4c60c57f2596558d0c63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"8933a7fddf6ee0a861d8412e1df92c45",0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8a506093618486094e4ea9195c45bfd4",0,0,0,0,4,0,4,0,0,15,8,0,4,0,0,0,0,0,0,0,0,0,0,0
"8aa84b3945f44148d755bce72e84caf6",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8b5ecd57089cba9b733889ce44f0668c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0
"8b84174f2fa22132c7700c3c9f94d264",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8bb82fcd7e4bf572fec94e389c71890f",0,8,0,0,40,0,0,140,6,0,0,0,236,0,104,0,9,6,0,0,7,0,0,0
"8bc8704bf0b0cec29f2ace5829a4b496",0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
"8be2ac63941f893f51e415c1ed9a1547",0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8bfd186c44a48fb7c360a5832f985c84",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"8c406939ddcf61dd3605a8041b4b1ee8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"8c694aec46d18add999eab7efd4cc97e",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0,1,0,0,0,0,0
"8d03a02f499c122acf65553e758ec372",0,2,0,15,27,0,22,6,1,0,0,0,0,0,3,0,0,0,9,12,0,0,0,0
"8d3283d4a84db323fdfe35aa29f78e77",0,0,0,3,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,11,0,0,0
"8e8de8ad663b3c59d523b0802ea5a7ea",0,0,2,0,4,0,11,5,2,5,4,0,8,0,0,3,0,3,0,0,0,0,0,0
"8ea2d22cc09a311033ce0cbef2accca7",2,15,5,12,2,3,2,0,0,0,0,0,6,4,0,0,0,77,0,0,0,7,10,0
"8f20155cab8961f657a4824a6340f8c7",0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,5,9,1,2,0
"8f719bd3929b0c781ed6d85861f1ab72",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"901e76ba827a95be841fe87930edc628",279,118,0,0,0,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0
"91901940638fe1568a6c314f2e3ee77a",0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,5
"91b096d235ee04c097596d94d00a896c",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"9257ff2ff456a489b307b29c4958399f",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
"93043307c86da9894b793b773afda646",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"93320ebc29d27e3ded5a82a4b0e05654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0
"937a2900ceb77e0766b1e02e004a0aae",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"93949ed85a779a69a810bbce16aaf3a5",0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"9417d82d0c7bb435abddf997b39f3495",0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,81
"943381fd1c5a600c2be94def971cebdf",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6,0,0,4,0,0,0,0,0
"9505be29d2fa52676230a091b00ca36b",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"959831f6a19bd9ffda2265819bbdff60",0,0,0,6,0,0,7,13,3,74,0,0,0,0,0,0,0,0,1,14,0,0,0,0
"95faeecbb69333a07837b11d12c978ac",0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0,0,0
"9602403b7c5b2f3c1c1673453ecf6ccf",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96358673195cfa8d619a1835c75f8fca",0,0,115,0,102,0,0,0,2,0,2,28,706,51,353,0,0,0,60,825,0,412,664,21
"9671ec8289fb2663501f64f7b59adf66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"96a1a8351f1bc12e6cf3650e804f392b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"97f48dcce1b129d5c3278b95a30ee9fa",0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98c066b4510e653eb43f3726257832a9",0,0,0,0,0,0,0,0,0,0,0,3,0,356,0,0,0,206,0,0,0,0,0,2
"9aaa60378b2f5e36c3ae7b5d1a332297",0,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"9aabfe45561b91b3796826372a958916",0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"9b9a4c0d38bfd1cbca13ad7ca796e121",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"9baadd58cbfe73844b4d5c0947cabf3d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"9bc1120338b7a6c016602acf4e11955e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
"9cc389e12aafb1d490972ed42a560606",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9d1496d015d19133de1990a3984b0105",0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,3,0,0,0
"9f073c7d9d421aecbccef9482ddaa256",0,0,0,0,0,0,1,14,0,0,0,0,3,0,0,0,0,2,0,29,0,0,0,0
"9f09935c802ae14a5722686b18ce7a09",0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,0,2,1,0,0
"a0b41a631302f10ee8820993d6dced8e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"a0e46ac8eba28347ab8bec688a4beb35",0,0,0,0,0,0,0,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a150a91c1d8c5b312909c44054d99d56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"a167f5d3a20c485b2f471ab2c37726ea",0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,4,0,0,0,0,0
"a2c357a0da9e05120d4bf4ea5d207424",10,9,5,15,32,3,50,5,16,38,0,68,26,18,46,92,49,5,12,51,48,49,7,48
"a3e690433a5d05d6986e73778039b877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"a4c33d6fb422f28580951805de91b629",0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a4f8050013eaf59b7885511a886ec05c",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a7492f328db73571d15ddc6764974771",0,110,0,0,0,0,0,267,0,0,0,0,0,22,0,0,0,1,19,7,7,0,0,0
"a751ad3c1013e266e50ad99eb9f5cfab",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a75e61e60935cc00ec6f9f5b18e2e153",0,0,0,0,0,0,0,3,0,2,0,50,1,0,0,0,0,0,0,0,0,0,0,32
"a76143fcccaa547f6ee2ce7505c72528",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
"a86511817d2cdd18a28ccc411d5f232e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"a92592c27ed9a271b75b8508126bd83b",0,0,0,17,0,0,0,0,0,75,0,0,0,0,0,0,0,32,0,0,0,0,0,0
"ab833d760826a6ca6400f05b9b6819df",3,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"ac22a559ac2178dbbdcdcb21a456adb5",0,11,0,0,15,0,2,3,4,24,1,0,5,4,0,2,0,2,14,0,3,1,0,0
"ac4067d1bc9b26ab6dfa92e0611f70c0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ad0517f63b97eb7f2d585aff52a82a5a",9,0,3,3,0,0,0,0,0,0,0,0,0,9,8,0,0,5,0,0,0,3,0,0
"add5fa04356ef8de355d131bd6a8b141",0,5,0,0,66,33,6,0,0,0,11,92,18,12,8,13,87,24,32,63,19,0,15,73
"ae24fa5bbdacd345d4e707dfc43bd84d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"aee15db96e226ba76ef266b9be1ded54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
"af4586aad90e95b275d1f8790caba3a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"affca838ffefa9cd706b16017bb3a1d5",0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,29,0
"b07f8b3173c460d5788af0b0c4d1759a",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b1222a37561d251e0d90372457289dab",0,0,0,5,1,0,6,5,0,16,0,16,0,0,0,0,0,0,0,0,0,0,3,7
"b15f4b0376ee671573d77c88882f224a",0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,10,0
"b1a450dde844440618639de15c79f986",0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b1f12720c9fdcbc57f844b042513706a",0,0,0,0,0,0,0,0,115,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"b22c4bfbed9705913d76ee036c4d32ae",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b26a6bb5229820a1d23ab63ce3bd1dfd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"b2c876c87ecc655a28c5cd606e84650d",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b42e4a2044cb597d69cecbc6cc135d70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
