"","HPC1491","HPC1492","HPC1493","HPC1494","HPC1495","HPC1496","HPC1497","HPC1498","HPC1500","HPC1501","HPC1502","HPC1503","HPC1504","HPC1506","HPC1507","HPC1512","HPC1515","HPC1517","HPC1518","HPC1519","HPC1520","HPC1518KNZ"
"b59c0cb9b3c115b8122d6b238b91db80",0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b5c664a0164d4208088951904ee2836c",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"b663f3caf7e5b53da8dec91859ff75a2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"b6a91c19a4fe996af94d5841a4e21e42",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b704e8b262581e66feeb69ffbfb40916",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b7feff2cd0940d1d1e3734c7746ed900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"b83b207c52cb6b099f766bcab3546a55",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"b890bed803678ce63162050dbafedd03",4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0
"b89815f6cebf170e08b2b8913c166836",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"b8aa8ec082622c1f8affc6f3b81b9145",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b995fdb4ff67c22176ea2845c3b4b27e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"bb6ccf76f7a1b278da9ebdfd8ecb9799",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,2
"bbb724d663f39ce2ff3305ae12f801cc",3,0,3,0,4,0,0,0,5,0,3,0,2,0,0,0,3,0,0,0,0,1
"bbfc412e61b83ccf64d8fe364c108734",0,6,2,0,0,0,6,0,0,18,0,0,0,0,0,6,0,8,20,2,7,4
"bc2dca03830ac4d471db3c64ead32c0f",0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"bc710dee36909e63c516a2db6d0bff54",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bccfb4893855a28b947a56c10ef18989",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bdb2d08c1eb98d9630bb091cf3ec35a0",2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bdbf9620abef81d5535fa6a99a39d7c4",0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bdf1b9320afae9faa81dcd0746f39d78",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,4,0,0
"be39c04213d03bbb9ddd7d244b98d615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"be44ca7830cb0eabfb800a5a67a6a756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"be81e9534f64bf6d7cc665fa0d02ba3c",0,2,4,7,0,19,4,1,0,0,0,0,1,0,13,0,5,0,5,2,12,2
"bea64cae41a783ff2a13ab83b663c71a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
"bf1f2247ed8cc506a4a1a469e0193080",0,2,0,0,0,12,0,0,1,0,4,4,12,0,0,0,0,0,5,0,3,0
"bf727dfd6e74cb13a5e4420ffafd1438",0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bf7326383717cca9aeafae12f004a3d1",0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
"bfcdb25a294b0ef84e964f4f9d964a94",66,4,55,17,30,29,4,0,289,235,121,8,20,48,77,10,161,103,1,13,18,6
"c017fffe4b2390658f3fc755a15d325c",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"c0df105a43db9827405a3c4d652c16da",0,0,57,12,26,0,4,0,0,232,0,66,113,24,0,0,13,0,0,107,16,0
"c12abc6eef167f07397bd62db7bcdbbf",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"c1979dd45333b8dc0d5d5d03e7e72976",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0
"c1f91bf0de4827887a8652fe3170623c",0,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"c22bea380dfd07a18649d6212ab95a77",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"c2ee2c7c136154a676840ec23002d034",6,0,1,0,4,0,0,0,0,2,2,0,3,0,23,0,0,0,0,2,2,0
"c354ef460023df4e2f6da07df4f6b7b8",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c379a58c1e9a614264fc7359907465d5",0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c37e673f2d76f2674e84c67397c47362",0,0,0,0,0,0,23,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
"c3a5aa8e580ba49872d77c9b351d2dac",0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,16,0,0,4,0,0,2
"c442bea63c2ce46f1bf1b2f415e28a01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"c4fec71cca899b2608b825693fcb1a84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"c55db7a652b1e887c7d6d32687ee41d3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c57aec4c20aef87d0e636db4e22bf2ef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"c595a6f3431803bf7101317fd85ec23b",17,39,50,38,0,76,0,7,0,0,17,75,123,0,11,0,0,15,16,0,14,15
"c6292261aef296d5088023149bb308e4",0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c67761768d3bd6ddacbe0720a0e707f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"c6a814659d35e3b3db5f065838992a6f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
"c6b49038d3b098bb0f399566cc25cc91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"c6cf1b9fe242ff77e83f88faeff1a309",9,15,0,0,0,43,0,0,0,2,0,0,5,0,0,0,0,6,0,0,0,0
"c72b6260bfc0ae68d94af86d1adabbc6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"c72be7befb629450a3b5baae4886ec08",18,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c7aebe3ff00d1b27d95056b2bfc18738",3,0,0,1,2,0,0,0,0,0,0,4,1,0,1,1,0,0,2,0,3,0
"c90056b1d6ca34743ae4c67201246ef3",7,3,0,0,0,0,0,35,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"c95433441ff9e4f14e2d5ef104a98fb4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"c993fee365c7c3a4640e1bd8ba3851e1",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ca3d1767aa69a17e1aa54b8bd4261d6b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"cb37e9508d7221014ba77cc8f96f3c11",0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
"cba96deb211120afe2d47b72d5e33845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"cbc4c77e61ae22c1dc6c41c6fa7af4db",0,0,0,0,0,0,0,0,0,0,0,123,262,0,0,0,0,0,0,0,0,0
"cbdd0137619de0e267aee8dcfe97a52c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"cc170c48e6b4ea72e8d85f5668a280e9",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"cc6f58f9d89f7b1edfdc6658e84ff58a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,5
"cdcc84e73bd7af2a8a1e6af59f2b25bb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"cdd0be4640d5a0e9c4304bd9716c475a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ce01c9ba6deed158809c963d4340c601",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cef8e806ec2c356ef855d125dc2cd450",0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,0,0,0,0,0,0
"cf82fbe157d6c713ab034354492c227e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"cf97c04cf3020734e34d72f891dcf446",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"d02c172342b6b41574e9fe29f95fd055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"d049737bca6bd65732b6d392543bee97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"d0ab9fb16e8767994f10be1724900fdf",6,0,0,0,2,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,2,8
"d1c221c68fcb5aabdde4da9909e9c306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"d35d7dc070eabaf10449c3d2f3c7eec7",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d3d67e8a02d58a5676804b4e686cba88",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2
"d53615070d02fb0e9f0ca18f996b8c13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"d5665b1f8e9df3e9e16b2455c106d75b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"d5674bc4146a8055523ad04123e69337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"d6a1f0a127d0ac180c9d664b35e33ab3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"d6bfb4a12ae37cc3afa209f64b766bdb",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,4
"d7711101427d6869ff6454d6849a5f68",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d8ad4bab95f1c96a8148b1e85a1047d3",0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0
"d8fb9ae030e1b8c35452cd8897bcfa19",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d927c1e46f89c7ec615f6d9f7bf71e4b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"d9f93b101b1df9b6adff07d124506d08",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"d9f9d0b10fcb2874b02b3b505de45693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"da854ed0345bde4815f588e990197f8e",0,3,0,3,5,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0
"dbdb7d1a9ec4974f8f96e098e217f634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"dc9a6900137f01af6debf8b1dce649a0",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"dcf3f0bd54693ef395ba7b22972de726",0,2,0,0,2,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
"dd7008e8576eac2369d61ea6be4201f9",2,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ddb92a10e6534e91f64b377f6db853d4",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"de384d3e1e2374a29a53b107b58795c9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"de6dfa90142f537868169167ee3c97e9",3,1,1,6,4,0,3,15,0,0,5,0,4,20,0,8,10,5,5,3,15,0
"de9be834fc7b42169a00cab2af100d2f",3,1,4,0,0,3,11,1,0,4,0,0,8,0,3,3,0,0,5,0,0,0
"df01d553195b33509cf4594ce7b8894e",0,35,1,8,0,10,0,0,9,0,0,0,23,0,0,5,0,0,1,0,1,0
"df194c1bb0d2958e892c22038dab81a0",0,0,0,0,0,49,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7
"df25e660a14e1e28011e56711f635a9b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"df6db658374ba5841f425b150678f239",0,0,0,0,0,0,0,19,0,0,0,0,0,16,3,3,0,0,4,0,3,0
"e030b8a227571bbf8895cd8707888c74",14,80,43,7,0,47,0,0,0,2,0,3,31,0,2,0,0,3,0,0,0,1
"e1102aa8497f7a776bad1c8e79814f7a",0,0,2,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
"e164bdd76758ba8773463f96042e87e2",0,0,15,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,0,10,5
"e1731db90436ff821ce7a5d9dd01e3f1",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"e18c0d4bf0c07e5e3e8f04588a85df34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"e2d470f4ea2ee62af59e9e8deff156ff",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"e2dd0ac420b337cc4905a4afe63b3037",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e353510f589c999862b99e58b5261f4a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"e3c6350116bb9cc1123d04dd4d802288",11,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"e5180a039d7b843193e84d00dcfc1aa2",2,0,0,0,0,0,2,3,0,0,3,0,3,0,0,4,0,0,4,0,4,7
"e5682e86239a3955624c619135927dbc",0,80,8,7,0,6,0,0,0,2,0,12,19,0,0,3,0,10,5,0,12,4
"e58ebcda778bce3f4ca3a33397822452",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"e5d6e777993a77e6d3395b040da98107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"e5eda20fa6750496e5fceb9f8a10abbb",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,267,0,0,0,0
"e69165d49af6af9a5c71f744e249cdce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"e70be14b59b96b60426f8ccf4ccb9899",27,0,12,3,5,6,5,0,0,8,0,10,0,5,0,2,1,10,41,3,9,57
"e746b3149463dd60cbdb1e685c0e93db",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"e791e85ee4d7cb0f5a0c20f828ecf481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"e7e61efe88032a172051248b6bbd0caf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"e80fc88b1e7f9bf15ed3154e66f45c59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"e819ee71098aca217528e767c817d15d",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"e843c4b4c8c564d48fc56608ff2a61c6",45,3,0,0,0,130,0,814,0,103,71,35,0,123,360,112,52,0,10,401,284,3
"e86320404aff3cb070eb9d7928a3ff94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"e8ae98a0cd89cec836bcf23679a31bb5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0
"e8be8273c24834ca59aac18e88774862",0,0,3,12,2,2,4,6,0,33,29,0,2,0,2,13,4,1,27,0,44,24
"e9e62dde263b78ff9784c694189bf035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ea8e740f398f46ed51e2583f8d4c3dff",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
"eaeb39796ac186f4f0de98502ccb5189",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ec24a0ea221098dafcfd4855eb9d87b3",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ecb888110a65a4747faf1444f3c07fe9",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"ed16d2109610750210cf52a644df060e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ed26db0377eefabcbf8b89aaffacfeab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2
"ee47b326c380e50faa878032111391d2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee827df34d1e79d2abef5c563ea7d155",15,0,9,9,0,0,5,4,0,6,8,0,1,0,0,5,0,1,0,0,1,0
"f0550ee9c121ec5112a5f11920c7a2b5",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"f0d2a7581c4bd7f58692d33441b0136e",0,0,0,0,0,0,168,0,243,0,0,0,0,3,0,187,0,0,0,0,0,2
"f2356f4f9eed5fc6f7834eeff3f6a72a",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
"f27b4e30ad42a6d1b2e393abcd9dd063",0,0,22,21,2,2,0,0,0,0,0,39,13,0,0,0,0,0,0,0,0,2
"f297fb6ef018c1c3a8057949f15d4f5d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"f2c76dca0b6749e7ad74cd8d6a94779e",0,0,0,12,0,16,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,10
"f304e67254f3b163036e95a11526befd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
"f3155ca1b4e5abf9ef4d4f7c3c3feca1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,3,1
"f3c67ba0c408a8f7844d603910d8a263",8,0,2,1,5,2,1,9,4,9,2,0,5,0,0,6,0,0,0,0,8,6
"f3ce98a45ad0f7295016ce623984d512",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f409b0cbed61f0becb7adba37fcaee19",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f413858fbdf000bc77863ebd85937e8e",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,79,2
"f4630353c2f4d344e85e7d64c73daa3a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"f62eb952e695c1cf0ca9b60698fa09f2",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"f66c6161365d99970dffa5e3a4985fa7",0,0,3,0,0,0,0,1,0,0,0,126,0,0,5,0,0,0,0,0,1,0
"f72978893c85cd6f3a89598b280923a3",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,7,0,0,6
"f7c46d8b4100b5f92040dfbb279fad6c",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"f8b02361f454cfe28d532c57747df123",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f9266aad96ffb2f7a2ee6983ca4c6752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"f9d32b172ae04cea995e90f9ab0e2060",18,0,0,5,8,5,0,0,7,11,0,0,22,0,5,8,2,0,0,0,0,0
"f9fa9ff66690e5897a0d8081756bf5af",0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
"fa0a007ed36c520f046ca04f37e35dfb",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fa183e0588a0216763d67f28701f8112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"fb0ab617a4bec7d7956ec643385518a0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"fb82c0b1733200ee85bd9c562b4c096b",0,0,0,1,0,0,0,0,6,0,0,0,0,59,0,19,0,0,0,0,0,0
"fc35e99baad609b5cef9d7a0e272fa56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"fc5e2a0e71bb7025d2af2864bff26784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
"fc7097cdc090627ce76a749d0333bbca",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"fc76f7caf0d701e9e545cb0b74704769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"fca962888b6117b6e26eeb06d309a4c7",4,0,0,3,1,0,30,2,3,0,0,0,1,0,0,8,3,4,47,0,2,35
"fd77d9ce9c157e00781b80605fec310d",4,8,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"fd7a7db6e3d08edc859f3fdebe30861a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"fd88aa89ef7aba81bda46d7c47ed1b02",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fd88d355676826758b3975652fddfd77",0,0,0,1,0,0,0,2,0,0,0,3,112,0,0,0,0,0,1,0,0,0
"fe09ccbc5ff61b899d57e35d83cbdbcd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ff845e1a352363161773e5c3884e5990",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
